Date,IIP_yoy_pct,IIP_mom_pct,IIP_level,CPI_yoy_pct,CPI_mom_pct,CPI_level,Credit_yoy_pct,Credit_stock_VNDbn,ON_avg_monthly_interbank_rate,MP_shock_monthly,Age65_percent,Age65_z_m,AI_index_zavg,AI_index_pc1
2023-01-06,15.64109008,2.0,673.1609339,2.034384118,0.27,135.5878289,9.26845236,12487912.51,1.8473,0.308117498,8.621165986,1.4250896645239306,1.0688695181310812,1.2112390266114574
2023-01-07,18.25894941,3.9,699.4142103,2.085198054,0.45,136.1979741,8.963769623,12466239.37,0.3195,0.856822497,8.621165986,1.4250896645239306,0.9650224686867797,1.0367544323521372
2023-01-08,18.25894941,2.9,719.6972224,2.973250472,0.88,137.3965163,9.603583821,12588304.72,0.1922,-0.050863982,8.621165986,1.4250896645239306,0.42964589393966607,0.478538880572009
2023-01-09,16.28409465,0.1,720.4169196,3.670678862,1.08,138.8803986,9.979544981,12754669.12,0.1637,0.231796338,8.621165986,1.4250896645239306,0.8434190273790818,0.9593942434384959
2023-01-10,19.10652413,5.5,760.0398502,3.598218078,0.08,138.9915029,9.877916851,12808476.25,1.1259,0.652316694,8.621165986,1.4250896645239306,1.4070618689638075,1.63010356342336
2023-01-11,22.31278151,3.0,782.8410457,3.453744021,0.25,139.3389817,11.30296445,13019793.99,0.4486,-0.978459117,8.621165986,1.4250896645239306,1.2723257863492754,1.4740928801441653
2023-01-12,23.67181242,0.1,783.6238868,3.588247339,0.12,139.5061885,13.791383,13568977.92,0.2948,-2.185881146,8.621165986,1.4250896645239306,1.3586319129047633,1.5632113158173322
2024-01-01,71.3158713,18.3,927.027058,3.371837352,0.31,139.9386577,12.89779875,13476198.6,0.2368,1.046621503,9.047183193,1.8922465537942776,0.9586760711779342,1.0888049768466286
2024-01-02,33.66224022,-18.0,760.1621876,3.978998965,1.04,141.3940197,11.98411573,13467585.05,2.3263,0.746100359,9.047183193,1.8922465537942776,0.5913630145203312,0.6634252468743507
2024-01-03,46.34551849,20.0,912.1946251,3.978998965,-0.23,141.0688135,12.50594172,13761415.87,0.8762,-0.621400932,9.047183193,1.8922465537942776,1.885096230178024,2.1635512703045654
2024-01-04,42.3902342,0.8,919.4921821,4.406767273,0.07,141.1675616,12.67343737,13842168.71,4.0332,-0.193041786,9.047183193,1.8922465537942776,1.7821576182211722,2.0334022035999175
2024-01-05,44.7587606,3.9,955.3523772,4.448525804,0.05,141.2381454,13.9673669,14034014.18,4.2483,-1.368189606,9.047183193,1.8922465537942776,1.7878003156679971,2.0371511520636494
