Date,CPI_mom_pct,CPI_level,CPI_yoy_pct,IIP_mom_pct,IIP_level,IIP_yoy_pct,Credit_stock_VNDbn,Credit_yoy_pct,ON_avg_monthly_interbank_rate,Age65_percent
2023-04-01,-0.34,135.2092066,2.840845236,3.6,645.7550879,23.6948324,12285210.28,9.699293435,4.49,8.621165986
2023-05-01,0.01,135.2227275,2.461774577,2.2,659.9616999,14.50735391,12314063.72,9.083782563,4.5825,8.621165986
2023-06-01,0.27,135.5878289,2.034384118,2.0,673.1609339,15.64109008,12487912.51,9.26845236,1.8473,8.621165986
2023-07-01,0.45,136.1979741,2.085198054,3.9,699.4142103,18.25894941,12466239.37,8.963769623,0.3195,8.621165986
2023-08-01,0.88,137.3965163,2.973250472,2.9,719.6972224,18.25894941,12588304.72,9.603583821,0.1922,8.621165986
2023-09-01,1.08,138.8803986,3.670678862,0.1,720.4169196,16.28409465,12754669.12,9.979544981,0.1637,8.621165986
2023-10-01,0.08,138.9915029,3.598218078,5.5,760.0398502,19.10652413,12808476.25,9.877916851,1.1259,8.621165986
2023-11-01,0.25,139.3389817,3.453744021,3.0,782.8410457,22.31278151,13019793.99,11.30296445,0.4486,8.621165986
2023-12-01,0.12,139.5061885,3.588247339,0.1,783.6238868,23.67181242,13568977.92,13.791383,0.2948,8.621165986
2024-01-01,0.31,139.9386577,3.371837352,18.3,927.027058,71.3158713,13476198.6,12.89779875,0.2368,9.047183193
2024-02-01,1.04,141.3940197,3.978998965,-18.0,760.1621876,33.66224022,13467585.05,11.98411573,2.3263,9.047183193
2024-03-01,-0.23,141.0688135,3.978998965,20.0,912.1946251,46.34551849,13761415.87,12.50594172,0.8762,9.047183193
2024-04-01,0.07,141.1675616,4.406767273,0.8,919.4921821,42.3902342,13842168.71,12.67343737,4.0332,9.047183193
2024-05-01,0.05,141.2381454,4.448525804,3.9,955.3523772,44.7587606,14034014.18,13.9673669,4.2483,9.047183193
2024-06-01,0.17,141.4782503,4.34435853,0.7,962.0398438,42.91379601,14396261.98,15.28157303,3.9065,9.047183193
2024-07-01,0.48,142.1573459,4.375521603,0.7,968.7741228,38.51221615,14373407.09,15.29866116,4.6387,9.047183193
2024-08-01,0.0,142.1573459,3.465029345,2.0,988.1496052,37.30073904,14561481.81,15.67468483,4.485,9.047183193
2024-09-01,0.29,142.5696022,2.65638893,-0.2,986.173306,36.88924831,14805563.37,16.07955668,3.9932,9.047183193
2024-10-01,0.33,143.0400819,2.912824753,4.0,1025.620238,34.94295568,14945582.57,16.68509414,3.6178,9.047183193
2024-11-01,0.13,143.226034,2.789637332,2.3,1049.209504,34.02586764,15176471.37,16.56460449,4.8438,9.047183193
2024-12-01,0.29,143.6413895,2.964170276,0.8,1057.60318,34.96311146,15616213.73,15.08761988,3.9682,9.047183193
